id_sensor,id_silo,ubicacion,temp,humedad,co2,fecha,hora
4,Silo 2,superior,14.28999576548996,10.565391815047732,3.738029288695471,2025-01-06,00:00:00
5,Silo 2,medio,14.42099423965898,9.908820649975558,3.247907860218445,2025-01-06,00:00:00
6,Silo 2,inferior,13.96956885843054,8.353516360902518,3.983538747973336,2025-01-06,00:00:00
4,Silo 2,superior,14.311360990574626,9.81945946289127,3.4701298449359443,2025-01-06,12:00:00
5,Silo 2,medio,12.529130072083442,11.249599586255828,2.656234273427809,2025-01-06,12:00:00
6,Silo 2,inferior,11.487599631428168,11.48128190616675,3.774919822630353,2025-01-06,12:00:00
4,Silo 2,superior,14.87350968372994,9.573136110385882,2.810193793749246,2025-02-06,00:00:00
5,Silo 2,medio,11.944507167161222,9.388873283899192,3.6558681583766015,2025-02-06,00:00:00
6,Silo 2,inferior,11.505219035503718,11.639631258827285,3.870789134695898,2025-02-06,00:00:00
4,Silo 2,superior,12.51963774409738,9.909958936009682,3.203853541602929,2025-02-06,12:00:00
5,Silo 2,medio,14.98798412947189,11.002333000490824,2.934954248981384,2025-02-06,12:00:00
6,Silo 2,inferior,12.62645404262692,11.921489980900178,3.3316430479400063,2025-02-06,12:00:00
4,Silo 2,superior,13.629904650032069,8.022046804502857,3.999686441973828,2025-03-06,00:00:00
5,Silo 2,medio,14.35330586962784,8.77701047897926,3.897172720117427,2025-03-06,00:00:00
6,Silo 2,inferior,13.487706301768297,10.15167153261481,3.591871594341461,2025-03-06,00:00:00
4,Silo 2,superior,11.631934878189734,9.448891332151112,3.482638424201392,2025-03-06,12:00:00
5,Silo 2,medio,13.372973486828624,9.594799362046649,3.887136058462541,2025-03-06,12:00:00
6,Silo 2,inferior,14.380359205730889,9.447298574640392,3.997111288215309,2025-03-06,12:00:00
4,Silo 2,superior,12.661412251293244,10.905454837497174,2.5739566580348985,2025-04-06,00:00:00
5,Silo 2,medio,12.834930419344444,10.402632614279264,2.878289506644311,2025-04-06,00:00:00
6,Silo 2,inferior,14.091031781599696,10.355887633748896,3.62798696270319,2025-04-06,00:00:00
4,Silo 2,superior,14.109903447610842,10.959076145646073,3.4725881201420767,2025-04-06,12:00:00
5,Silo 2,medio,12.600532253095242,8.535396636497405,2.5093364958399302,2025-04-06,12:00:00
6,Silo 2,inferior,12.13837240844347,8.249765372816217,3.837094359622133,2025-04-06,12:00:00
4,Silo 2,superior,12.452677811564616,11.482451483277178,3.2120321068593567,2025-05-06,00:00:00
5,Silo 2,medio,14.14473678019842,9.425627500898289,3.2713397484471938,2025-05-06,00:00:00
6,Silo 2,inferior,13.45578698924799,8.532936430224009,3.041245484873457,2025-05-06,00:00:00
4,Silo 2,superior,14.406211733697235,11.56487767420657,2.7341559078806554,2025-05-06,12:00:00
5,Silo 2,medio,14.8641534555307,10.123679499349974,3.0193964400845004,2025-05-06,12:00:00
6,Silo 2,inferior,14.599857725861508,11.124931237044642,2.720272767499557,2025-05-06,12:00:00
4,Silo 2,superior,10.898303816939292,9.429977062668556,3.650062267718792,2025-06-06,00:00:00
5,Silo 2,medio,11.724000739740838,8.320452025624387,2.5356202322100305,2025-06-06,00:00:00
6,Silo 2,inferior,10.324434566485523,8.794473647179759,3.088935619311952,2025-06-06,00:00:00
4,Silo 2,superior,11.105838277668736,8.387861821537149,3.2243508829124377,2025-06-06,12:00:00
5,Silo 2,medio,12.902337469857647,10.42511647446695,3.339777389536652,2025-06-06,12:00:00
6,Silo 2,inferior,10.609852833231573,8.590567988525526,3.94459783546174,2025-06-06,12:00:00
4,Silo 2,superior,13.834982629398588,8.552256052538588,3.759868608338627,2025-07-06,00:00:00
5,Silo 2,medio,11.078800941918937,11.566813166703929,2.8928380524024595,2025-07-06,00:00:00
6,Silo 2,inferior,13.533251861224349,8.613131684332915,3.171206268075065,2025-07-06,00:00:00
4,Silo 2,superior,11.312479996708912,9.364067121291196,2.989305259872867,2025-07-06,12:00:00
5,Silo 2,medio,11.11839342929756,9.791767349580212,3.845627464585,2025-07-06,12:00:00
6,Silo 2,inferior,11.099886970465311,8.964141440753533,3.795437520245684,2025-07-06,12:00:00
4,Silo 2,superior,14.717776330657632,10.993728751407811,3.803689678618861,2025-08-06,00:00:00
5,Silo 2,medio,12.521941405991235,8.169517579341193,3.624500757129575,2025-08-06,00:00:00
6,Silo 2,inferior,13.218741949424896,9.309459043558476,3.7299094536591655,2025-08-06,00:00:00
4,Silo 2,superior,11.048881510689109,11.60704548521543,2.541440351609404,2025-08-06,12:00:00
5,Silo 2,medio,12.339329047647642,8.705924664720412,2.972767616320191,2025-08-06,12:00:00
6,Silo 2,inferior,10.458550803096305,8.628212754535081,2.6763044444583213,2025-08-06,12:00:00
4,Silo 2,superior,12.597348047861306,8.85058305551779,3.750837491899296,2025-09-06,00:00:00
5,Silo 2,medio,13.00163415698342,8.356737275568907,3.708512972447641,2025-09-06,00:00:00
6,Silo 2,inferior,14.60656298405516,9.977392787236049,2.9845875079877207,2025-09-06,00:00:00
4,Silo 2,superior,13.528472449529929,10.240092362423429,3.864155807521924,2025-09-06,12:00:00
5,Silo 2,medio,14.76810833005434,10.35182993367895,3.998288106298603,2025-09-06,12:00:00
6,Silo 2,inferior,10.063283653934494,8.493825129414878,2.9268208513175886,2025-09-06,12:00:00
4,Silo 2,superior,12.718514088876214,11.29079205395024,2.736339691460159,2025-10-06,00:00:00
5,Silo 2,medio,14.145906710978648,11.8725436331502,3.9072533743083016,2025-10-06,00:00:00
6,Silo 2,inferior,12.254832500088463,9.212679584930632,3.29874604471335,2025-10-06,00:00:00
4,Silo 2,superior,13.754344084096974,10.81794445200285,2.8364215370917885,2025-10-06,12:00:00
5,Silo 2,medio,11.465600099109178,10.327312743027946,3.628070327701792,2025-10-06,12:00:00
6,Silo 2,inferior,10.358332803807876,10.602748810932114,3.235830562042775,2025-10-06,12:00:00
4,Silo 2,superior,12.934974880125893,8.35750253860027,2.87047554275434,2025-11-06,00:00:00
5,Silo 2,medio,13.919620417636304,11.827546523878876,3.913245482948418,2025-11-06,00:00:00
6,Silo 2,inferior,13.976367330953344,10.509130761155024,3.796812380111783,2025-11-06,00:00:00
4,Silo 2,superior,10.63312754133988,11.811441041483494,2.9651153914626684,2025-11-06,12:00:00
5,Silo 2,medio,14.541911081164,8.57652131415288,2.6135413754196457,2025-11-06,12:00:00
6,Silo 2,inferior,13.744248399297025,11.232407064450149,3.623683021667736,2025-11-06,12:00:00
4,Silo 2,superior,14.898530269429855,9.4290852846401,2.764131818174643,2025-12-06,00:00:00
5,Silo 2,medio,10.029220783810262,11.862287605977714,3.753680849809057,2025-12-06,00:00:00
6,Silo 2,inferior,13.165778160425294,9.121920358297324,2.569725289450745,2025-12-06,00:00:00
4,Silo 2,superior,11.893983775454217,8.334213211486109,3.053414189211681,2025-12-06,12:00:00
5,Silo 2,medio,11.813698990359631,9.987514735099989,3.414785927569726,2025-12-06,12:00:00
6,Silo 2,inferior,13.552038172506474,11.053259950123916,3.509196658678462,2025-12-06,12:00:00
4,Silo 2,superior,13.474868562962364,8.846091880649068,3.69141993907692,2025-01-07,00:00:00
5,Silo 2,medio,10.599598547590652,10.311906138909084,2.6536830552801702,2025-01-07,00:00:00
6,Silo 2,inferior,10.279300506796275,11.078941304159107,2.8525839182866517,2025-01-07,00:00:00
4,Silo 2,superior,14.342146742339969,11.45025095761942,3.199722832010809,2025-01-07,12:00:00
5,Silo 2,medio,14.776591264654476,11.115461980027575,3.1949615094226766,2025-01-07,12:00:00
6,Silo 2,inferior,13.988965690593057,11.404180661042242,3.737137698345254,2025-01-07,12:00:00
4,Silo 2,superior,13.365339349951316,8.65144721003101,2.559686550179761,2025-02-07,00:00:00
5,Silo 2,medio,13.9640892099651,10.798100449683169,3.185024483855313,2025-02-07,00:00:00
6,Silo 2,inferior,13.40382255093986,8.246423816318654,3.500628379844358,2025-02-07,00:00:00
4,Silo 2,superior,12.893338002127535,10.144524486359025,3.393089140723529,2025-02-07,12:00:00
5,Silo 2,medio,12.326593081336618,11.937250712590936,3.194370568192854,2025-02-07,12:00:00
6,Silo 2,inferior,12.447572469972478,8.660036607176922,3.510070047360102,2025-02-07,12:00:00
4,Silo 2,superior,11.862305133214438,8.249392824466291,2.5552515402988747,2025-03-07,00:00:00
5,Silo 2,medio,10.066910933589488,10.390026440538724,3.302774459621558,2025-03-07,00:00:00
6,Silo 2,inferior,14.94897886222373,10.858307753596211,3.181774503434351,2025-03-07,00:00:00
4,Silo 2,superior,11.48104305306831,8.043548379139953,,2025-03-07,12:00:00
5,Silo 2,medio,13.280026486165625,10.269609077498458,3.630293530523865,2025-03-07,12:00:00
6,Silo 2,inferior,10.76545425401702,10.941616992172175,2.504642060100063,2025-03-07,12:00:00
4,Silo 2,superior,10.864513585051006,8.979585425132525,3.985260120764221,2025-04-07,00:00:00
5,Silo 2,medio,12.882176262037886,9.412372297852244,2.5242995905074577,2025-04-07,00:00:00
6,Silo 2,inferior,14.154438675068937,11.612004257451314,3.996826740228691,2025-04-07,00:00:00
4,Silo 2,superior,11.497907608961995,8.882790898714118,2.991240957794987,2025-04-07,12:00:00
5,Silo 2,medio,10.171508208839429,9.946025542396988,2.661832027960899,2025-04-07,12:00:00
6,Silo 2,inferior,13.927025989871616,8.054034354468296,3.2894904174529818,2025-04-07,12:00:00
4,Silo 2,superior,13.738032191130673,9.891823331328077,3.620031230090687,2025-05-07,00:00:00
5,Silo 2,medio,14.535437770303677,8.316366686191614,3.5328401000641403,2025-05-07,00:00:00
6,Silo 2,inferior,11.485830007511591,8.697386072115254,2.6528283554998406,2025-05-07,00:00:00
4,Silo 2,superior,14.597380991620875,8.045038761931288,3.3272416283471893,2025-05-07,12:00:00
5,Silo 2,medio,11.120078429134272,8.629485150648588,2.503865075523353,2025-05-07,12:00:00
6,Silo 2,inferior,13.976389722131415,10.506313209754166,3.1202836075594487,2025-05-07,12:00:00
4,Silo 2,superior,13.682027278424062,9.41267896915892,2.9669323761369952,2025-06-07,00:00:00
5,Silo 2,medio,14.210101351617816,8.096984290858476,3.008639292554792,2025-06-07,00:00:00
6,Silo 2,inferior,14.002352247463898,9.483012424355582,2.621035673103461,2025-06-07,00:00:00
4,Silo 2,superior,10.419534050905575,8.88890708399607,3.9109832784718703,2025-06-07,12:00:00
5,Silo 2,medio,10.76902851930927,10.695618639950672,3.896089560386159,2025-06-07,12:00:00
6,Silo 2,inferior,13.906932966359262,8.806454156860626,2.5354926321615734,2025-06-07,12:00:00
4,Silo 2,superior,14.970160734755936,11.890507048458726,3.7083655987264215,2025-07-07,00:00:00
5,Silo 2,medio,13.986478369408328,9.32523276630719,3.687251521979985,2025-07-07,00:00:00
6,Silo 2,inferior,13.616879606910294,11.897028112725906,3.990466041985042,2025-07-07,00:00:00
4,Silo 2,superior,14.332076821014224,11.707096566159125,3.8153470494411055,2025-07-07,12:00:00
5,Silo 2,medio,10.750901623438256,8.747475695413167,3.765004328352005,2025-07-07,12:00:00
6,Silo 2,inferior,12.493390853986778,8.403603835143262,3.955126520499767,2025-07-07,12:00:00
4,Silo 2,superior,14.063348855111514,9.056221358068756,3.6324669360882096,2025-08-07,00:00:00
5,Silo 2,medio,12.991180374966262,9.238362076577118,3.75834064080956,2025-08-07,00:00:00
6,Silo 2,inferior,13.429127568649385,9.65986788431535,3.9305973099539058,2025-08-07,00:00:00
4,Silo 2,superior,14.663968292470074,9.722045072031666,2.6903263773034145,2025-08-07,12:00:00
5,Silo 2,medio,14.283330118278228,11.099565278322585,3.0850518761828623,2025-08-07,12:00:00
6,Silo 2,inferior,12.343401334081175,8.359195456068921,3.648443617691947,2025-08-07,12:00:00
4,Silo 2,superior,13.07118302943718,8.856566685196164,2.612980525780372,2025-09-07,00:00:00
5,Silo 2,medio,10.869892670020448,10.424534716011843,3.8378515199620367,2025-09-07,00:00:00
6,Silo 2,inferior,12.8361861339576,10.511505446991832,3.884992136628197,2025-09-07,00:00:00
4,Silo 2,superior,11.050748579224738,9.264559692071517,2.6166947380329053,2025-09-07,12:00:00
5,Silo 2,medio,12.66579295387913,10.82981732981462,3.9894932494830977,2025-09-07,12:00:00
6,Silo 2,inferior,10.24708239913895,8.104046860172435,2.512218791617598,2025-09-07,12:00:00
4,Silo 2,superior,10.174569828412912,9.54702017965247,3.765734385152184,2025-10-07,00:00:00
5,Silo 2,medio,12.24817007332754,11.0707290157976,3.947053416787644,2025-10-07,00:00:00
6,Silo 2,inferior,12.610652494614383,10.518382319151758,3.2571850214076568,2025-10-07,00:00:00
4,Silo 2,superior,13.224539504772206,8.476732580680755,3.2826255595954805,2025-10-07,12:00:00
5,Silo 2,medio,11.366418266831126,11.191316202915218,3.674560891141483,2025-10-07,12:00:00
6,Silo 2,inferior,14.143215632014236,9.21303442749416,2.961217068001312,2025-10-07,12:00:00
4,Silo 2,superior,13.71922141688557,11.858608307548494,3.004599545365907,2025-11-07,00:00:00
5,Silo 2,medio,10.622014930298912,11.792584598826274,3.0914691292751195,2025-11-07,00:00:00
6,Silo 2,inferior,14.110773512206986,11.554964553303346,3.9168800469221647,2025-11-07,00:00:00
4,Silo 2,superior,11.043759940240868,8.315298066922916,3.524313663923834,2025-11-07,12:00:00
